symbol,entry_time,exit_time,direction,lots,per_lot_risk,risk_pct_used,scaled_pnl,equity_after_entry,exit_reason,skipped
LC,2026-02-02 09:10:00,2026-02-02 09:25:00,short,0,4320.0,0.0,-0.0,111571.22,stop_loss,True
LC,2026-02-02 13:40:00,2026-02-02 13:45:00,short,0,3260.0,0.0,0.0,111571.22,take_profit,True
AG,2026-02-03 09:10:00,2026-02-03 09:30:00,long,0,6015.0,0.0,0.0,111571.22,take_profit,True
LC,2026-02-03 09:10:00,2026-02-03 09:15:00,long,1,980.0,0.878,-1009.36,111571.22,stop_loss,False
PS,2026-02-03 09:10:00,2026-02-03 09:25:00,short,1,810.0,0.726,-839.16,111571.22,stop_loss,False
AG,2026-02-03 21:10:00,2026-02-04 01:10:00,long,0,5535.0,0.0,-0.0,109722.7,stop_loss,True
PS,2026-02-04 09:10:00,2026-02-04 09:15:00,short,1,720.0,0.656,1365.04,109722.7,take_profit,False
AG,2026-02-04 21:10:00,2026-02-04 21:15:00,short,0,2220.0,0.0,-0.0,111087.74,stop_loss,True
LC,2026-02-05 09:10:00,2026-02-05 10:10:00,short,0,2640.0,0.0,0.0,111087.74,take_profit,True
PS,2026-02-05 09:10:00,2026-02-05 09:15:00,short,1,615.0,0.554,1154.66,111087.74,take_profit,False
AG,2026-02-05 09:10:00,2026-02-05 10:10:00,short,0,6075.0,0.0,0.0,111087.74,take_profit,True
AG,2026-02-05 13:40:00,2026-02-05 14:05:00,long,0,3105.0,0.0,0.0,112242.4,take_profit,True
AG,2026-02-06 09:10:00,2026-02-06 09:15:00,long,0,1185.0,0.0,-0.0,112242.4,stop_loss,True
PS,2026-02-06 09:10:00,2026-02-06 09:20:00,long,0,1455.0,0.0,-0.0,112242.4,stop_loss,True
LC,2026-02-06 13:40:00,2026-02-06 13:45:00,long,1,600.0,0.535,-627.43,112242.4,stop_loss,False
AG,2026-02-06 21:10:00,2026-02-06 21:25:00,short,0,2985.0,0.0,-0.0,111614.97,stop_loss,True
AG,2026-02-09 09:10:00,2026-02-09 11:25:00,long,0,3795.0,0.0,0.0,111614.97,forced_close,True
LC,2026-02-10 09:10:00,2026-02-10 09:30:00,long,1,980.0,0.878,1872.55,111614.97,take_profit,False
AG,2026-02-10 13:40:00,2026-02-10 14:25:00,long,0,1140.0,0.0,-0.0,113487.52,stop_loss,True
AG,2026-02-10 21:10:00,2026-02-10 21:25:00,long,1,480.0,0.423,-541.54,113487.52,stop_loss,False
PS,2026-02-11 13:40:00,2026-02-11 13:45:00,long,3,120.0,0.319,496.92,112945.98,take_profit,False
LC,2026-02-12 09:10:00,2026-02-12 09:30:00,short,0,1740.0,0.0,-0.0,113442.9,stop_loss,True
PS,2026-02-12 09:10:00,2026-02-12 09:15:00,short,3,360.0,0.952,-1167.12,113442.9,stop_loss,False
PS,2026-02-12 13:40:00,2026-02-12 14:15:00,short,3,300.0,0.802,-988.29,112275.78,stop_loss,False
LC,2026-02-12 13:40:00,2026-02-12 13:50:00,long,0,2180.0,0.0,-0.0,112275.78,stop_loss,True
AG,2026-02-12 13:40:00,2026-02-12 13:45:00,long,0,600.0,0.0,-0.0,112275.78,stop_loss,True
PS,2026-02-13 09:10:00,2026-02-13 09:15:00,long,1,570.0,0.512,1065.72,111287.49,take_profit,False
LC,2026-02-13 13:40:00,2026-02-13 14:40:00,long,0,1800.0,0.0,-0.0,112353.21,stop_loss,True
AG,2026-02-24 09:10:00,2026-02-24 09:15:00,short,0,2325.0,0.0,0.0,112353.21,take_profit,True
AG,2026-02-24 13:40:00,2026-02-24 14:10:00,long,0,2250.0,0.0,0.0,112353.21,take_profit,True
PS,2026-02-24 13:40:00,2026-02-24 13:50:00,short,1,900.0,0.801,1726.13,112353.21,take_profit,False
AG,2026-02-24 21:10:00,2026-02-24 21:15:00,long,1,690.0,0.605,-757.27,114079.34,stop_loss,False
AG,2026-02-25 09:10:00,2026-02-25 09:20:00,long,0,1230.0,0.0,0.0,113322.07,take_profit,True
AG,2026-02-25 13:40:00,2026-02-25 14:05:00,long,0,2580.0,0.0,-0.0,113322.07,stop_loss,True
LC,2026-02-25 13:40:00,2026-02-25 14:00:00,long,1,1020.0,0.9,-1054.14,113322.07,stop_loss,False
AG,2026-02-25 21:10:00,2026-02-25 21:20:00,short,0,1365.0,0.0,-0.0,112267.93,stop_loss,True
PS,2026-02-26 09:10:00,2026-02-26 11:25:00,short,0,2010.0,0.0,0.0,112267.93,forced_close,True
PS,2026-02-26 13:40:00,2026-02-26 14:55:00,short,2,495.0,0.882,1204.3,112267.93,forced_close,False
PS,2026-02-27 09:10:00,2026-02-27 09:25:00,short,2,510.0,0.899,-1074.8,113472.23,stop_loss,False
AG,2026-02-27 09:10:00,2026-02-27 09:15:00,short,0,630.0,0.0,-0.0,113472.23,stop_loss,True
LC,2026-02-27 09:10:00,2026-02-27 11:25:00,short,0,5720.0,0.0,-0.0,113472.23,forced_close,True
AG,2026-02-27 13:40:00,2026-02-27 13:50:00,short,1,690.0,0.614,-758.66,112397.43,stop_loss,False
AG,2026-02-27 21:10:00,2026-02-27 21:15:00,long,1,525.0,0.47,935.14,111638.77,take_profit,False
AG,2026-03-02 09:10:00,2026-03-02 09:20:00,long,0,2505.0,0.0,-0.0,112573.91,stop_loss,True
AG,2026-03-02 13:40:00,2026-03-02 14:15:00,long,1,1065.0,0.946,2012.25,112573.91,take_profit,False
AG,2026-03-02 21:10:00,2026-03-02 22:05:00,short,0,2100.0,0.0,0.0,114586.16,take_profit,True
LC,2026-03-03 09:10:00,2026-03-03 09:50:00,short,0,3520.0,0.0,0.0,114586.16,take_profit,True
AG,2026-03-03 13:40:00,2026-03-03 13:45:00,short,1,1065.0,0.929,2017.26,114586.16,take_profit,False
LC,2026-03-03 13:40:00,2026-03-03 14:55:00,short,0,420.0,0.0,0.0,114586.16,forced_close,True
AG,2026-03-04 09:10:00,2026-03-04 09:25:00,long,0,1290.0,0.0,-0.0,116603.42,stop_loss,True
LC,2026-03-04 09:10:00,2026-03-04 09:15:00,long,1,1160.0,0.995,-1190.65,116603.42,stop_loss,False
PS,2026-03-04 09:10:00,2026-03-04 11:25:00,short,1,1065.0,0.913,574.68,116603.42,forced_close,False
LC,2026-03-04 13:40:00,2026-03-04 14:55:00,short,0,1780.0,0.0,-0.0,115987.45,stop_loss,True
PS,2026-03-05 09:10:00,2026-03-05 09:25:00,long,0,1620.0,0.0,-0.0,115987.45,stop_loss,True
PS,2026-03-05 13:40:00,2026-03-05 13:45:00,short,3,165.0,0.427,778.14,115987.45,take_profit,False
AG,2026-03-06 09:10:00,2026-03-06 09:20:00,long,0,1275.0,0.0,0.0,116765.59,take_profit,True
AG,2026-03-06 13:40:00,2026-03-06 13:45:00,long,1,180.0,0.154,-245.07,116765.59,stop_loss,False
AG,2026-03-09 09:10:00,2026-03-09 09:55:00,long,0,1860.0,0.0,0.0,116520.52,take_profit,True
LC,2026-03-09 09:10:00,2026-03-09 09:30:00,long,0,1340.0,0.0,-0.0,116520.52,stop_loss,True
AG,2026-03-10 09:10:00,2026-03-10 09:15:00,short,1,975.0,0.837,-1042.29,116520.52,stop_loss,False
PS,2026-03-10 09:10:00,2026-03-10 11:25:00,short,0,1695.0,0.0,0.0,116520.52,forced_close,True
LC,2026-03-10 13:40:00,2026-03-10 13:45:00,long,1,620.0,0.537,-652.43,115478.23,stop_loss,False
LC,2026-03-11 09:10:00,2026-03-11 09:15:00,short,1,840.0,0.732,1587.35,114825.8,take_profit,False
AG,2026-03-11 13:40:00,2026-03-11 13:45:00,long,1,720.0,0.618,-787.08,116413.15,stop_loss,False
LC,2026-03-11 13:40:00,2026-03-11 13:50:00,long,0,1320.0,0.0,-0.0,116413.15,stop_loss,True
AG,2026-03-11 21:10:00,2026-03-11 21:15:00,long,1,240.0,0.208,-305.69,115626.07,stop_loss,False
LC,2026-03-12 09:10:00,2026-03-12 09:55:00,long,0,1160.0,0.0,-0.0,115320.38,stop_loss,True
PS,2026-03-12 09:10:00,2026-03-12 09:25:00,long,3,360.0,0.937,-1157.34,115320.38,stop_loss,False
LC,2026-03-12 13:40:00,2026-03-12 13:45:00,long,2,560.0,0.981,-1181.98,114163.04,stop_loss,False
AG,2026-03-12 13:40:00,2026-03-12 13:50:00,long,0,510.0,0.0,-0.0,114163.04,stop_loss,True
AG,2026-03-12 21:10:00,2026-03-12 21:15:00,long,1,480.0,0.425,-546.66,112981.06,stop_loss,False
LC,2026-03-13 09:10:00,2026-03-13 09:45:00,long,0,2120.0,0.0,-0.0,112434.4,stop_loss,True
PS,2026-03-13 09:10:00,2026-03-13 09:25:00,long,1,570.0,0.507,1068.59,112434.4,take_profit,False
AG,2026-03-13 13:40:00,2026-03-13 14:20:00,short,0,1950.0,0.0,0.0,113502.99,take_profit,True
LC,2026-03-13 13:40:00,2026-03-13 13:45:00,short,1,780.0,0.687,1468.7,113502.99,take_profit,False
PS,2026-03-13 13:40:00,2026-03-13 13:45:00,short,2,75.0,0.132,158.2,113502.99,take_profit,False
AG,2026-03-16 09:10:00,2026-03-16 11:25:00,short,0,8490.0,0.0,-0.0,115129.89,forced_close,True
PS,2026-03-16 09:10:00,2026-03-16 11:25:00,long,1,1110.0,0.964,349.66,115129.89,forced_close,False
AG,2026-03-16 13:40:00,2026-03-16 13:50:00,long,1,660.0,0.572,-720.88,115479.55,stop_loss,False
PS,2026-03-16 13:40:00,2026-03-16 13:50:00,long,1,405.0,0.351,-430.35,115479.55,stop_loss,False
AG,2026-03-16 21:10:00,2026-03-16 21:20:00,long,1,990.0,0.866,1873.87,114328.32,take_profit,False
AG,2026-03-17 13:40:00,2026-03-17 13:50:00,short,1,810.0,0.697,1513.2,116202.19,take_profit,False
LC,2026-03-17 13:40:00,2026-03-17 14:55:00,short,1,860.0,0.74,248.91,116202.19,forced_close,False
LC,2026-03-18 13:40:00,2026-03-18 14:10:00,long,1,840.0,0.712,1589.4,117964.3,take_profit,False
PS,2026-03-19 09:10:00,2026-03-19 09:55:00,short,1,990.0,0.828,1911.81,119553.7,take_profit,False
AG,2026-03-19 13:40:00,2026-03-19 13:55:00,short,1,1155.0,0.951,2209.38,121465.51,take_profit,False
LC,2026-03-19 13:40:00,2026-03-19 14:30:00,short,0,1400.0,0.0,0.0,121465.51,take_profit,True
AG,2026-03-20 09:10:00,2026-03-20 09:15:00,short,1,825.0,0.667,-879.41,123674.89,stop_loss,False
LC,2026-03-20 09:10:00,2026-03-20 09:15:00,short,1,600.0,0.485,-629.42,123674.89,stop_loss,False
PS,2026-03-20 09:10:00,2026-03-20 10:00:00,short,0,900.0,0.0,0.0,123674.89,take_profit,True
LC,2026-03-20 13:40:00,2026-03-20 14:30:00,short,1,660.0,0.54,1230.33,122166.06,take_profit,False
AG,2026-03-20 21:10:00,2026-03-20 21:15:00,short,1,1125.0,0.912,-1177.82,123396.39,stop_loss,False
PS,2026-03-23 09:10:00,2026-03-23 09:40:00,long,0,1860.0,0.0,-0.0,122218.57,stop_loss,True
PS,2026-03-23 13:40:00,2026-03-23 13:50:00,short,2,570.0,0.933,2145.1,122218.57,take_profit,False
AG,2026-03-23 21:10:00,2026-03-23 21:15:00,long,0,1350.0,0.0,-0.0,124363.67,stop_loss,True
AG,2026-03-24 09:10:00,2026-03-24 09:35:00,short,0,3060.0,0.0,-0.0,124363.67,stop_loss,True
LC,2026-03-24 09:10:00,2026-03-24 09:20:00,short,0,1980.0,0.0,-0.0,124363.67,stop_loss,True
PS,2026-03-24 09:10:00,2026-03-24 09:15:00,short,2,525.0,0.844,1966.68,124363.67,take_profit,False
PS,2026-03-24 13:40:00,2026-03-24 14:00:00,long,2,600.0,0.95,-1242.36,126330.35,stop_loss,False
LC,2026-03-24 13:40:00,2026-03-24 13:50:00,long,1,880.0,0.697,1669.31,126330.35,take_profit,False
AG,2026-03-24 13:40:00,2026-03-24 14:05:00,long,0,1590.0,0.0,0.0,126330.35,take_profit,True
AG,2026-03-25 13:40:00,2026-03-25 13:50:00,long,0,1500.0,0.0,-0.0,126757.3,stop_loss,True
PS,2026-03-25 13:40:00,2026-03-25 13:50:00,long,3,375.0,0.888,-1191.06,126757.3,stop_loss,False
AG,2026-03-25 21:10:00,2026-03-25 21:45:00,short,1,720.0,0.573,1340.78,125566.24,take_profit,False
AG,2026-03-26 09:10:00,2026-03-26 09:15:00,short,1,735.0,0.579,1371.71,126907.02,take_profit,False
LC,2026-03-26 09:10:00,2026-03-26 09:35:00,short,1,1200.0,0.946,-1231.52,126907.02,stop_loss,False
PS,2026-03-26 09:10:00,2026-03-26 09:40:00,short,0,1350.0,0.0,-0.0,126907.02,stop_loss,True
AG,2026-03-26 13:40:00,2026-03-26 13:55:00,short,1,1245.0,0.98,2392.36,127047.21,take_profit,False
AG,2026-03-26 21:10:00,2026-03-26 21:20:00,long,1,690.0,0.533,1283.33,129439.57,take_profit,False
LC,2026-03-27 09:10:00,2026-03-27 10:30:00,long,0,1580.0,0.0,0.0,130722.9,take_profit,True
PS,2026-03-30 13:40:00,2026-03-30 13:50:00,long,1,750.0,0.574,1433.01,130722.9,take_profit,False
AG,2026-03-30 21:10:00,2026-03-30 21:30:00,short,2,660.0,0.999,2442.66,132155.91,take_profit,False
AG,2026-03-31 09:10:00,2026-03-31 09:15:00,long,1,1245.0,0.925,2391.07,134598.57,take_profit,False
PS,2026-03-31 09:10:00,2026-03-31 09:15:00,long,2,270.0,0.401,-583.86,134598.57,stop_loss,False
AG,2026-03-31 21:10:00,2026-03-31 21:25:00,long,1,825.0,0.605,-880.05,136405.78,stop_loss,False
AG,2026-04-01 21:10:00,2026-04-01 21:15:00,long,2,285.0,0.421,937.14,135525.73,take_profit,False
PS,2026-04-02 09:10:00,2026-04-02 09:15:00,short,5,210.0,0.769,1768.35,136462.87,take_profit,False
AG,2026-04-02 13:40:00,2026-04-02 13:45:00,short,1,810.0,0.586,1522.1,138231.22,take_profit,False
LC,2026-04-02 13:40:00,2026-04-02 13:45:00,long,1,1280.0,0.926,-1311.69,138231.22,stop_loss,False
AG,2026-04-03 09:10:00,2026-04-03 09:15:00,long,1,855.0,0.618,1610.29,138441.63,take_profit,False
PS,2026-04-03 09:10:00,2026-04-03 09:25:00,long,2,420.0,0.607,1548.62,138441.63,take_profit,False
AG,2026-04-03 13:40:00,2026-04-03 14:40:00,long,1,885.0,0.625,-938.52,141600.54,stop_loss,False
LC,2026-04-03 13:40:00,2026-04-03 14:15:00,long,2,680.0,0.96,-1423.16,141600.54,stop_loss,False
PS,2026-04-03 13:40:00,2026-04-03 13:50:00,short,0,285.0,0.0,-0.0,141600.54,stop_loss,True
AG,2026-04-07 09:10:00,2026-04-07 09:15:00,short,1,975.0,0.7,-1029.04,139238.86,stop_loss,False
LC,2026-04-07 09:10:00,2026-04-07 09:20:00,long,1,420.0,0.302,748.08,139238.86,take_profit,False
LC,2026-04-07 13:40:00,2026-04-07 13:45:00,long,3,160.0,0.345,-576.18,138957.9,stop_loss,False
LC,2026-04-08 13:40:00,2026-04-08 13:50:00,long,2,680.0,0.983,-1423.92,138381.72,stop_loss,False
AG,2026-04-08 21:10:00,2026-04-08 21:30:00,short,2,555.0,0.81,2016.52,136957.8,take_profit,False
PS,2026-04-09 09:10:00,2026-04-09 11:25:00,short,1,1110.0,0.799,1105.89,138974.32,forced_close,False
LC,2026-04-09 09:10:00,2026-04-09 10:00:00,short,1,1240.0,0.892,-1270.94,138974.32,stop_loss,False
AG,2026-04-09 13:40:00,2026-04-09 13:45:00,long,2,660.0,0.951,-1429.56,138809.27,stop_loss,False
LC,2026-04-09 13:40:00,2026-04-09 14:55:00,short,0,1580.0,0.0,0.0,138809.27,forced_close,True
AG,2026-04-10 09:10:00,2026-04-10 09:15:00,long,2,390.0,0.568,1357.78,137379.71,take_profit,False
LC,2026-04-10 09:10:00,2026-04-10 09:15:00,short,0,460.0,0.0,-0.0,137379.71,stop_loss,True
LC,2026-04-10 13:40:00,2026-04-10 13:45:00,short,2,520.0,0.75,-1101.5,138737.49,stop_loss,False
PS,2026-04-10 13:40:00,2026-04-10 14:15:00,short,2,450.0,0.649,-938.58,138737.49,stop_loss,False
LC,2026-04-13 09:10:00,2026-04-13 10:05:00,long,0,1520.0,0.0,0.0,136697.41,take_profit,True
PS,2026-04-13 09:10:00,2026-04-13 09:50:00,long,1,1095.0,0.801,-1114.51,136697.41,stop_loss,False
LC,2026-04-13 13:40:00,2026-04-13 13:45:00,short,2,600.0,0.885,-1265.48,135582.9,stop_loss,False
AG,2026-04-13 21:10:00,2026-04-13 21:30:00,long,2,615.0,0.916,2259.74,134317.42,take_profit,False
PS,2026-04-14 09:10:00,2026-04-14 09:15:00,long,5,270.0,0.988,2369.2,136577.16,take_profit,False
LC,2026-04-14 13:40:00,2026-04-14 14:00:00,long,3,440.0,0.95,2360.52,138946.36,take_profit,False
AG,2026-04-15 09:10:00,2026-04-15 10:50:00,long,0,2595.0,0.0,-0.0,141306.88,stop_loss,True
LC,2026-04-15 09:10:00,2026-04-15 09:20:00,long,1,800.0,0.566,-834.2,141306.88,stop_loss,False
PS,2026-04-15 13:40:00,2026-04-15 13:45:00,long,2,540.0,0.769,-1126.9,140472.68,stop_loss,False
AG,2026-04-15 13:40:00,2026-04-15 13:50:00,short,1,1110.0,0.79,-1168.78,140472.68,stop_loss,False
AG,2026-04-15 21:10:00,2026-04-15 21:55:00,long,1,930.0,0.673,1755.67,138177.0,take_profit,False
AG,2026-04-16 09:10:00,2026-04-16 09:30:00,long,1,645.0,0.461,-704.81,139932.67,stop_loss,False
LC,2026-04-16 09:10:00,2026-04-16 09:20:00,short,1,860.0,0.615,-894.19,139932.67,stop_loss,False
AG,2026-04-16 13:40:00,2026-04-16 13:50:00,short,1,810.0,0.586,-869.79,138333.67,stop_loss,False
AG,2026-04-16 21:10:00,2026-04-16 21:15:00,short,1,495.0,0.36,-554.31,137463.88,stop_loss,False
AG,2026-04-17 09:10:00,2026-04-17 09:55:00,short,0,1785.0,0.0,-0.0,136909.57,stop_loss,True
AG,2026-04-17 13:40:00,2026-04-17 13:55:00,long,1,360.0,0.263,-418.93,136909.57,stop_loss,False
LC,2026-04-17 13:40:00,2026-04-17 13:45:00,long,1,320.0,0.234,-354.94,136909.57,stop_loss,False
AG,2026-04-20 09:10:00,2026-04-20 09:30:00,short,1,930.0,0.683,-989.78,136135.7,stop_loss,False
LC,2026-04-20 09:10:00,2026-04-20 11:25:00,long,0,1820.0,0.0,-0.0,136135.7,forced_close,True
PS,2026-04-20 09:10:00,2026-04-20 09:15:00,short,2,465.0,0.683,-978.26,136135.7,stop_loss,False
AG,2026-04-20 13:40:00,2026-04-20 14:55:00,short,0,2055.0,0.0,-0.0,134167.66,forced_close,True
AG,2026-04-20 21:10:00,2026-04-20 21:15:00,long,1,180.0,0.134,255.14,134167.66,take_profit,False
LC,2026-04-21 13:40:00,2026-04-21 13:45:00,long,1,940.0,0.699,-974.79,134422.8,stop_loss,False
AG,2026-04-21 13:40:00,2026-04-21 13:45:00,long,1,330.0,0.245,-389.25,134422.8,stop_loss,False
AG,2026-04-21 21:10:00,2026-04-21 21:15:00,short,1,705.0,0.53,-763.45,133058.76,stop_loss,False
AG,2026-04-22 09:10:00,2026-04-22 09:15:00,short,1,435.0,0.329,-492.97,132295.31,stop_loss,False
PS,2026-04-22 13:40:00,2026-04-22 13:45:00,short,3,345.0,0.785,-1116.09,131802.34,stop_loss,False
AG,2026-04-23 09:10:00,2026-04-23 09:50:00,short,1,1260.0,0.964,2416.81,130686.25,take_profit,False
PS,2026-04-23 09:10:00,2026-04-23 09:15:00,long,1,1200.0,0.918,-1227.61,130686.25,stop_loss,False
AG,2026-04-23 13:40:00,2026-04-23 13:45:00,short,1,150.0,0.114,-206.84,131875.45,stop_loss,False
LC,2026-04-23 13:40:00,2026-04-23 14:05:00,long,1,940.0,0.713,-975.09,131875.45,stop_loss,False
PS,2026-04-23 13:40:00,2026-04-23 13:45:00,long,0,405.0,0.0,0.0,131875.45,take_profit,True
AG,2026-04-23 21:10:00,2026-04-23 22:00:00,short,1,825.0,0.631,1548.19,130693.52,take_profit,False
AG,2026-04-24 09:10:00,2026-04-24 09:15:00,long,1,585.0,0.442,-641.58,132241.71,stop_loss,False
PS,2026-04-24 09:10:00,2026-04-24 09:45:00,long,1,780.0,0.59,-805.71,132241.71,stop_loss,False
AG,2026-04-24 13:40:00,2026-04-24 14:25:00,short,1,960.0,0.734,1819.16,130794.42,take_profit,False
PS,2026-04-24 13:40:00,2026-04-24 13:45:00,short,2,135.0,0.206,400.48,130794.42,take_profit,False
AG,2026-04-24 21:10:00,2026-04-24 21:15:00,long,1,120.0,0.09,-176.12,133014.06,stop_loss,False
PS,2026-04-27 09:10:00,2026-04-27 09:15:00,short,1,1035.0,0.779,-1058.96,132837.94,stop_loss,False
AG,2026-04-27 09:10:00,2026-04-27 10:45:00,short,0,1455.0,0.0,-0.0,132837.94,stop_loss,True
AG,2026-04-27 21:10:00,2026-04-27 21:20:00,short,1,780.0,0.592,-835.95,131778.98,stop_loss,False
AG,2026-04-28 09:10:00,2026-04-28 09:30:00,short,1,525.0,0.401,949.01,130943.03,take_profit,False
LC,2026-04-28 09:10:00,2026-04-28 09:15:00,short,1,460.0,0.351,-495.7,130943.03,stop_loss,False
AG,2026-04-28 13:40:00,2026-04-28 13:55:00,short,1,1110.0,0.845,-1164.4,131396.34,stop_loss,False
PS,2026-04-28 13:40:00,2026-04-28 13:50:00,short,2,375.0,0.571,-795.58,131396.34,stop_loss,False
LC,2026-04-29 09:10:00,2026-04-29 09:35:00,short,1,960.0,0.742,-995.29,129436.36,stop_loss,False
AG,2026-04-29 13:40:00,2026-04-29 14:10:00,long,1,720.0,0.561,-774.5,128441.07,stop_loss,False
LC,2026-04-29 13:40:00,2026-04-29 14:55:00,long,0,1400.0,0.0,0.0,128441.07,forced_close,True
PS,2026-04-29 13:40:00,2026-04-29 14:55:00,short,0,2115.0,0.0,0.0,128441.07,forced_close,True
AG,2026-04-30 09:10:00,2026-04-30 11:25:00,long,0,1545.0,0.0,-0.0,127666.57,forced_close,True
PS,2026-04-30 09:10:00,2026-04-30 09:25:00,long,2,570.0,0.893,-1186.44,127666.57,stop_loss,False
AG,2026-04-30 13:40:00,2026-04-30 13:45:00,short,1,255.0,0.202,-308.7,126480.13,stop_loss,False
PS,2026-05-06 09:10:00,2026-05-06 09:15:00,short,3,330.0,0.785,-1060.11,126171.43,stop_loss,False
LC,2026-05-06 09:10:00,2026-05-06 09:15:00,long,0,440.0,0.0,-0.0,126171.43,stop_loss,True
AG,2026-05-06 13:40:00,2026-05-06 14:55:00,long,0,1320.0,0.0,0.0,125111.32,forced_close,True
LC,2026-05-06 13:40:00,2026-05-06 13:45:00,long,2,120.0,0.192,280.9,125111.32,take_profit,False
PS,2026-05-06 13:40:00,2026-05-06 13:45:00,short,1,165.0,0.132,-188.51,125111.32,stop_loss,False
AG,2026-05-07 09:10:00,2026-05-07 11:25:00,long,0,1695.0,0.0,-0.0,125203.71,forced_close,True
PS,2026-05-07 09:10:00,2026-05-07 09:25:00,long,1,960.0,0.767,1850.8,125203.71,take_profit,False
AG,2026-05-07 13:40:00,2026-05-07 13:55:00,short,1,240.0,0.189,377.14,127054.51,take_profit,False
LC,2026-05-07 13:40:00,2026-05-07 14:55:00,long,0,2160.0,0.0,-0.0,127054.51,forced_close,True
AG,2026-05-07 21:10:00,2026-05-07 22:10:00,short,0,1485.0,0.0,-0.0,127431.65,stop_loss,True
AG,2026-05-08 09:10:00,2026-05-08 09:15:00,long,1,120.0,0.094,-179.35,127431.65,stop_loss,False
LC,2026-05-08 09:10:00,2026-05-08 09:40:00,long,1,1020.0,0.8,-1059.98,127431.65,stop_loss,False
PS,2026-05-08 09:10:00,2026-05-08 09:20:00,short,0,465.0,0.0,-0.0,127431.65,stop_loss,True
LC,2026-05-08 13:40:00,2026-05-08 13:50:00,short,2,500.0,0.792,1801.1,126192.32,take_profit,False
PS,2026-05-08 13:40:00,2026-05-08 13:45:00,short,1,285.0,0.226,-308.83,126192.32,stop_loss,False
AG,2026-05-08 21:10:00,2026-05-08 21:20:00,short,1,930.0,0.728,-989.73,127684.59,stop_loss,False
AG,2026-05-11 09:10:00,2026-05-11 09:15:00,short,1,420.0,0.332,-479.22,126694.86,stop_loss,False
AG,2026-05-11 13:40:00,2026-05-11 14:30:00,short,0,1815.0,0.0,-0.0,126215.64,stop_loss,True
LC,2026-05-11 13:40:00,2026-05-11 13:45:00,long,2,180.0,0.285,-441.34,126215.64,stop_loss,False
AG,2026-05-11 21:10:00,2026-05-11 22:30:00,long,0,1920.0,0.0,-0.0,125774.3,stop_loss,True
PS,2026-05-12 09:10:00,2026-05-12 09:50:00,short,1,780.0,0.62,1492.66,125774.3,take_profit,False
AG,2026-05-12 21:10:00,2026-05-12 21:15:00,short,1,540.0,0.424,972.67,127266.96,take_profit,False
AG,2026-05-13 09:10:00,2026-05-13 09:15:00,long,1,960.0,0.749,-1024.39,128239.63,stop_loss,False
LC,2026-05-13 09:10:00,2026-05-13 09:20:00,short,0,1500.0,0.0,0.0,128239.63,take_profit,True
LC,2026-05-13 13:40:00,2026-05-13 14:25:00,long,1,1020.0,0.802,1940.0,127215.24,take_profit,False
AG,2026-05-13 21:10:00,2026-05-13 21:35:00,long,1,1140.0,0.883,-1204.1,129155.24,stop_loss,False
AG,2026-05-14 09:10:00,2026-05-14 11:25:00,short,0,2040.0,0.0,0.0,127951.14,forced_close,True
AG,2026-05-14 13:40:00,2026-05-14 13:50:00,long,1,615.0,0.481,-679.33,127951.14,stop_loss,False
AG,2026-05-14 21:10:00,2026-05-14 21:15:00,long,1,675.0,0.53,-738.59,127271.81,stop_loss,False
PS,2026-05-15 09:10:00,2026-05-15 09:35:00,long,2,615.0,0.972,-1275.26,126533.22,stop_loss,False
AG,2026-05-15 09:10:00,2026-05-15 09:15:00,short,0,330.0,0.0,-0.0,126533.22,stop_loss,True
AG,2026-05-15 13:40:00,2026-05-15 14:10:00,short,0,1275.0,0.0,0.0,125257.96,take_profit,True
LC,2026-05-15 13:40:00,2026-05-15 13:50:00,short,0,1880.0,0.0,-0.0,125257.96,stop_loss,True
PS,2026-05-15 13:40:00,2026-05-15 14:10:00,short,1,810.0,0.647,1552.79,125257.96,take_profit,False
AG,2026-05-18 09:10:00,2026-05-18 09:35:00,short,0,2220.0,0.0,-0.0,126810.75,stop_loss,True
AG,2026-05-18 21:10:00,2026-05-18 22:05:00,long,1,1020.0,0.804,-1077.08,126810.75,stop_loss,False
LC,2026-05-19 09:10:00,2026-05-19 10:05:00,short,0,3000.0,0.0,0.0,125733.67,take_profit,True
LC,2026-05-19 13:40:00,2026-05-19 13:55:00,short,2,620.0,0.986,-1313.64,125733.67,stop_loss,False
PS,2026-05-19 13:40:00,2026-05-19 14:20:00,long,1,300.0,0.239,-321.81,125733.67,stop_loss,False
AG,2026-05-19 21:10:00,2026-05-19 21:15:00,short,1,255.0,0.205,-310.55,124098.22,stop_loss,False
AG,2026-05-20 09:10:00,2026-05-20 09:15:00,long,1,315.0,0.254,530.43,123787.67,take_profit,False
LC,2026-05-20 09:10:00,2026-05-20 10:00:00,short,0,1300.0,0.0,0.0,123787.67,take_profit,True
LC,2026-05-20 13:40:00,2026-05-20 13:45:00,short,2,220.0,0.354,688.16,124318.1,take_profit,False
AG,2026-05-20 21:10:00,2026-05-20 21:15:00,long,1,1050.0,0.84,-1105.19,125006.26,stop_loss,False
AG,2026-05-21 09:10:00,2026-05-21 09:50:00,long,1,1230.0,0.993,-1286.27,123901.07,stop_loss,False
AG,2026-05-21 21:10:00,2026-05-21 21:15:00,short,1,465.0,0.379,-520.03,122614.8,stop_loss,False
